"x","y","Y","M","X","N1","N2"
"69","A1","B1",-0.359074539682312,-0.0443489301428222,-2.1052086706796,0,1
"70","A1","B1",2.52413700711239,1.13927880027387,0.426206484875107,1,1
"71","A1","B1",-1.41953329478624,0.707935758133374,1.22614334651719,1,1
"72","A1","B1",2.03698131635861,0.167741848604074,0.163773279673192,1,1
"73","A1","B1",2.24748892083637,0.640662307684838,0.431156300756584,1,1
"74","A1","B1",-3.70615061502328,-2.52747694441729,-1.55989000871968,1,1
"75","A1","B1",-2.42480224026153,-1.19133799463615,-1.12311895181527,1,1
"76","A1","B1",-1.49585858653943,-0.75132684824426,-1.09413597811523,1,1
"77","A1","B1",-2.11030217918594,0.164884576271363,-0.815354809741475,0,1
"78","A1","B1",1.86879771795454,0.36042822013492,0.310618572957687,0,1
"79","A1","B1",-0.823395470613308,-0.7945914718351,0.277217347996177,1,1
"80","A1","B1",-1.46393036614809,-0.951387995068082,-1.25443218250225,0,1
"81","A1","B1",-0.369715080824821,-1.28384776309527,-0.706609639374693,0,1
"82","A1","B1",-1.60405387432411,-1.47595238968966,-0.221834202990679,0,1
"83","A1","B1",1.17071642973871,-0.472949318227958,0.241165633591078,1,1
"84","A1","B1",-4.43780037325834,-2.43661810483935,-1.12302121417806,1,1
"85","A1","B1",-0.858543499428344,-1.5877630270048,-1.06447369119124,1,1
"86","A1","B1",-2.56606737228226,-2.14072515893604,-1.82782540182206,0,1
"87","A1","B1",-0.68693484060251,-1.45989633177272,0.0511994274314166,1,1
"88","A1","B1",1.74713470060724,-0.394975072721871,-0.976612482092096,1,1
"89","A1","B1",-1.51015738916592,-0.377457443952405,0.556548040750016,1,1
"90","A1","B1",-0.798424541489215,-1.29313672102629,-0.864619172092279,1,1
"91","A1","B1",1.25583225003796,1.9353556542998,-0.325076209883992,1,1
"92","A1","B1",1.42484521123928,1.46585410625263,-0.461173447078659,1,1
"93","A1","B1",-2.63720735937802,-2.14127624622047,-1.80055996202981,1,0
"94","A1","B1",-0.59830438311513,1.6701426395664,0.504738641963724,1,0
"95","A1","B1",1.1208227130669,1.20433598016375,1.2604626624616,1,1
"96","A1","B1",-1.36635306454212,-1.10712693247724,0.674770903175602,1,1
"97","A1","B1",0.701637276176088,0.683459813186615,0.303802712771374,0,1
"98","A1","B1",-2.59969278005838,-2.87079133855627,-2.14456445737392,1,1
"99","A1","B1",1.06796432219276,0.663935692549863,0.159784728617107,1,1
"100","A1","B1",1.21034545706919,0.196012872492128,1.20214094854274,0,1
"101","A1","B1",-0.790805595103822,-0.281926154505468,0.750213890293392,1,1
"102","A1","B1",1.58638323987234,1.10585687901121,1.50798610039717,1,1
"103","A1","B1",-1.54876286480941,-0.253428118451089,1.05473152724063,1,1
"104","A1","B1",2.15639175704199,1.66132615089458,0.412368021235713,1,1
"105","A1","B1",-1.13619062894553,0.475227639746907,0.595137446618955,0,1
"106","A1","B1",0.37779858980936,0.238624391658145,1.84798316256196,0,1
"107","A1","B1",0.315462543085318,0.252272831669255,0.698683817984128,1,1
"108","A1","B1",-3.00099318375196,-1.58023986548759,-0.212744604459506,0,1
"109","A1","B1",1.45443771007134,0.31950902433037,-0.843052933398108,1,1
"110","A1","B1",0.417769340786988,-1.01463974677187,-0.872030513049279,1,1
"111","A1","B1",1.72994700954494,2.10425838840752,-0.0418027507985609,1,0
"112","A1","B1",2.38747563020404,1.76229518702621,-0.205311862958906,1,1
"113","A1","B1",-1.76423912345168,-1.53490506077935,-1.02564477111519,1,1
"114","A1","B1",-1.76692804185477,-1.52396372918313,-1.36084982433527,0,1
"115","A1","B1",0.686516028959241,0.0086278785450416,-0.88365347872003,1,0
"116","A1","B1",0.100382404588203,1.1391595837002,0.688821802893556,1,1
"117","A1","B1",0.570929579059219,-0.706863336909795,0.386772619676613,1,1
"118","A1","B1",-1.391858485492,-0.352327021665255,-0.225429431477617,1,0
"119","A1","B1",-3.08906059918927,-3.27075062184075,-0.654275396082383,1,0
"120","A1","B1",0.483372977873258,-0.443196766810814,0.203461046495397,1,1
"121","A1","B1",-1.19222993584187,-2.75373676088379,-1.64089862912395,0,0
"122","A1","B1",-1.66524272163573,-1.58901668435882,-1.45852306875794,1,1
"123","A1","B1",-0.94352837447872,0.549673819783971,-0.905301719285892,1,1
"124","A1","B1",-2.33092716046615,-2.41338509028459,0.0470214404460615,1,1
"125","A1","B1",-0.171577893318607,0.821906397921678,1.28059638485986,1,1
"126","A1","B1",1.21595110268383,1.19840182252904,2.07706206237629,1,0
"127","A1","B1",2.30067285224466,2.28361174687668,1.9753438341932,1,1
"128","A1","B1",-1.86285945424649,-1.55274720980188,-0.229446161324217,1,1
"129","A1","B1",2.58346735225773,2.99948966327886,1.76884345821426,1,1
"130","A1","B1",0.71024262683316,2.29383123163957,1.40549652231869,1,1
"131","A1","B1",-2.60231126079898,-1.78803013268568,-1.10497974982129,1,1
"132","A1","B1",-1.14792760299489,-1.37100237176319,-0.388873533953225,1,1
"133","A1","B1",0.388190243415341,-1.01346487092268,-1.94828989644695,1,1
"134","A1","B1",1.2947882090781,1.84390511707788,0.979926082907396,1,1
"135","A1","B1",-3.82534366362433,-3.05433658752531,-2.24771726296385,1,1
"136","A1","B1",1.53953308451562,0.802203155855447,1.50907051819106,0,1
"137","A1","B1",2.35406972249261,0.476164268839782,0.292009286553663,1,1
"138","A1","B1",-1.45288822587328,-0.560064410405585,0.019856388369191,1,1
"139","A1","B1",0.488717137451519,-0.15967172733268,-1.38542567364017,1,1
"140","A1","B1",1.2373425816208,0.404649691659903,-0.71145124201476,1,1
"141","A1","B1",2.78257103434332,0.800582765669607,-0.360829746199187,1,1
"142","A1","B1",1.81931987894709,1.53408169702032,1.10159813604301,1,1
"143","A1","B1",1.53660410076199,0.761457997248305,-0.932363614351694,1,1
"144","A1","B1",1.02721330602129,2.83537608158599,1.57526406162378,1,1
"145","A1","B1",-0.545934206661776,0.58656753625035,-0.0302471350328047,1,0
"146","A1","B1",-1.60733782961897,-0.174441570750428,0.380202094796844,0,1
"147","A1","B1",2.06340023193872,2.23158867140398,0.863804753648438,0,1
"148","A1","B1",-1.66217678757073,-0.0212249176343369,-1.49107196001919,1,1
"149","A1","B1",-1.91530818853153,-0.977102908330781,0.350354512267264,1,1
"150","A1","B1",-0.769117859411104,0.111911915113586,0.517137037902019,1,1
"151","A1","B1",2.76087518674685,1.01384990886101,1.98021741368729,0,1
"152","A1","B1",-0.640740328172086,-0.408976429579165,-1.12450910595871,0,1
"153","A1","B1",0.335027231337651,-0.618859252861093,-0.68258325026269,1,1
"154","A1","B1",1.41438625868332,0.657899958520194,0.652619490241457,1,1
"155","A1","B1",0.174131860408788,-0.0870400524093941,0.415713444202088,0,1
"156","A1","B1",0.26882754955993,-0.00710250131987178,0.889143536197324,1,1
"157","A1","B1",-3.18959892261933,-1.13381411579457,-1.3992818919841,0,1
"158","A1","B1",0.451415723898744,0.467205772532654,0.25658260684041,0,1
"159","A1","B1",-0.326385996329471,0.283572299471735,-0.228426901828707,1,1
"160","A1","B1",1.2326509334664,0.562766438425886,0.29632682339187,1,1
"161","A1","B1",0.0677039702509103,1.01381570682564,0.866172980861604,1,1
"162","A1","B1",-0.25636057500789,-0.605684030496924,-0.168782734941703,1,1
"163","A1","B1",0.346943544241371,0.756328667703807,-0.598846339607237,1,0
"164","A1","B1",0.596165967781003,0.176726032683107,1.23190812356029,0,1
"165","A1","B1",1.71201862971834,0.764870927392075,0.929611331155585,1,1
"166","A1","B1",0.0177988778944405,0.470714445363393,0.729411009813048,1,1
"167","A1","B1",-1.61592962299527,-0.106779708434749,-0.232891221544335,1,1
"168","A1","B1",1.68935610576958,1.23391991912575,1.55832390697995,1,1
"169","A1","B1",-3.67391950236761,-0.941323696553413,-1.1553780383595,1,1
"170","A1","B1",-0.505196640808534,0.136564664640032,0.870421602722154,1,1
"171","A1","B1",-0.745540193951131,0.176295090884468,0.0233604775511007,1,1
"172","A1","B1",-1.74041644266843,-1.53619807528179,-1.54629055299929,0,1
"173","A1","B1",-0.24450689112861,-0.268164519990359,0.721466910632669,1,1
"174","A1","B1",-0.176387948046045,-1.22052505589329,-2.17917782774979,1,1
"175","A1","B1",2.93605878621865,1.80203367134506,0.77664396038271,1,1
"176","A1","B1",-0.812671492883235,-0.143543233561607,-0.868101015750352,1,1
"177","A1","B1",-3.76918964038725,-2.84150700207352,-1.75852013009528,1,0
"178","A1","B1",-0.778979046648378,-0.0500138725605734,-0.648803901468577,1,1
"179","A1","B1",-1.1694523993189,-0.0351417633716613,1.10891683379667,1,1
"180","A1","B1",1.96281311451595,2.48561311715531,2.11816833349021,1,1
"181","A1","B1",2.28180227126279,0.281329598300406,0.207787112558943,1,1
"182","A1","B1",0.0212389263102566,0.10631982700157,0.0520791982297208,0,1
"183","A1","B1",0.466952971977741,0.140802249597747,1.11667730935244,0,1
"184","A1","B1",-1.48515280626025,-1.45678538259206,-0.966601098521903,1,1
"185","A1","B1",-1.71016133807465,-0.032189125488248,-1.19071215516025,1,1
"186","A1","B1",-0.423272143197814,0.536986333839859,-0.518137136422316,1,0
"187","A1","B1",-1.1583664150194,-2.1698887269941,-2.18533000175685,0,1
"188","A1","B1",-0.927874794453667,-0.503879498451014,0.55404051422713,0,1
"189","A1","B1",-0.125290160834394,-0.096906397924269,1.35264349946213,1,1
"190","A1","B1",1.56652433162556,-0.00964958558534146,-0.201931361562397,1,1
"191","A1","B1",-0.0616756390470916,-1.22382672745813,-0.833560278741868,1,1
"192","A1","B1",0.87180295076293,0.0592319490563561,1.03144198914447,1,1
"193","A1","B1",-1.69379922898725,-0.0751159777869616,-0.99052843477481,1,1
"194","A1","B1",-0.260675399791749,-0.738885638253136,0.0764963494838215,0,1
"195","A1","B1",-2.15284682903123,-1.07520510713897,-1.32758193414674,1,1
"196","A1","B1",-0.964625293262634,-1.49249728646054,-0.0625267913246076,0,0
"197","A1","B1",-0.757563738396187,-0.959802784795386,-1.64979963879027,1,1
"198","A1","B1",0.147544081193789,0.773944144048576,0.873111788786125,1,1
"199","A1","B1",0.198815310762638,1.17327008515903,0.118668203915192,1,1
"200","A1","B1",0.343193570875516,-0.383767445050889,-0.0848084077462074,0,1
"201","A1","B1",2.11295047091472,1.85730788968486,0.783342133392613,1,1
"202","A1","B1",0.354069714110866,1.13628765182826,0.896136706668747,1,1
"203","A1","B1",-0.361036261060591,-0.297085227239372,-0.15767302157609,1,0
"204","A1","B1",-1.67251058654287,-1.13834630772777,-0.744659639453903,0,1
"205","A1","B1",-1.65963250496336,-1.01040947576143,0.274895221307911,1,1
"206","A1","B1",-0.569414401867616,0.055313539724272,0.415278020241699,0,1
"207","A1","B1",2.42865746568956,1.90653291482836,1.79067774489057,1,1
"208","A1","B1",-0.61255504856522,-1.142828535142,-0.477835817177123,1,1
"209","A1","B1",-0.624357517342475,-0.304118687765454,1.17225391138207,0,0
"210","A1","B1",0.457132781276722,0.13877489080865,-0.685425982377803,1,1
"211","A1","B1",-1.40271255106061,-1.62011117854983,-0.0807491703856239,1,1
"212","A1","B1",0.7958692385697,1.66398300145748,0.434570246053949,0,1
"213","A1","B1",-0.1312003099139,0.913022318222777,0.274100483485577,1,1
"214","A1","B1",-2.3559379007736,-2.62387114268959,-2.52121658160323,0,1
"215","A1","B1",1.51789489578867,0.721821623948798,-0.736017953668958,1,1
"216","A1","B1",0.0455752403416769,-0.929046410085663,-0.271672437802803,1,1
"217","A1","B1",-0.629788875438735,-0.590052059979808,-1.46109548831572,1,1
"218","A1","B1",3.09101741497594,1.61280352244394,0.907032115896674,0,1
"219","A1","B1",3.00385406156933,2.8240445601095,1.31970684420355,1,1
"220","A1","B1",-0.120551805606453,-0.168020667341485,0.132142205660525,1,1
"221","A1","B1",-0.372888702792194,-1.52900901329542,-1.52157642156694,1,1
"222","A1","B1",2.86467164080398,2.78189103007928,2.52065028904793,1,0
"223","A1","B1",-0.289823383163259,0.349129902002083,0.800701303828842,1,1
"224","A1","B1",0.397161000749608,0.408527702025043,0.0405137930831293,0,1
"225","A1","B1",-3.00699805685628,-1.99976990464517,-0.798995179012275,0,1
"226","A1","B1",-2.15506549142348,0.000381315163363094,0.402945231859058,1,1
"227","A1","B1",-0.288321222788995,0.888257155813478,0.216171333258089,1,1
"228","A1","B1",0.239874611716888,-0.444805434187952,0.222683593751897,1,1
"229","A1","B1",-2.03615326839398,-1.72427893221164,-1.69903567965891,1,0
"230","A1","B1",-0.540976895142856,0.228587005485881,0.223296075791859,1,1
"231","A1","B1",0.215056759584603,0.147773721408268,-1.09745074388044,0,1
"232","A1","B1",-0.0825428235001176,1.92557694861544,1.2346982683647,1,1
"233","A1","B1",-0.648917076872916,0.723990475062124,-0.90109581813738,1,1
"234","A1","B1",0.747729602098915,-1.33053450857022,-0.66238140195557,1,0
"235","A1","B1",-0.932908917560779,-1.82573826767806,-0.073666594533404,1,1
"236","A1","B1",0.261923610512051,0.653965993878845,0.991093782214014,1,1
"237","A1","B1",-1.21161685911865,-0.376694082807863,-1.24911352219321,1,1
"238","A1","B1",1.22627046895637,0.911895067390765,-0.329616337496178,1,1
"239","A1","B1",-0.462399223060597,-1.53217751215673,-0.0113866821030962,1,1
"240","A1","B1",-0.171844873626984,0.67231297668347,-2.18325853369085,1,1
"241","A1","B1",0.89833757547138,0.811014110552348,0.793736946598868,1,1
"242","A1","B1",0.575725196436264,1.40530780605766,-0.326545750014679,1,1
"243","A1","B1",0.346608562049589,0.520066025946664,-0.0917112605243017,1,1
"244","A1","B1",1.38050857898914,1.23880273286301,1.16612223132365,0,1
"245","A1","B1",0.342359887272015,0.142697784957457,-0.307302566957499,1,1
"246","A1","B1",-1.28466262294644,-1.66548183990874,0.995215589448898,0,1
"247","A1","B1",-3.57634026866715,-3.32160517575229,-2.78307727732364,1,1
"248","A1","B1",0.379816514974923,-0.290682148450888,0.227616173875597,1,1
"249","A1","B1",0.0701758525194026,-1.15538266024827,-1.20232277055624,0,0
"250","A1","B1",-1.11278587938488,-0.697898969754875,-0.866125067536728,1,1
"251","A1","B1",0.422446867164496,1.84773908481986,0.560293452002085,1,1
"252","A1","B1",-2.10961264986237,-0.289996977396977,-1.01973077176115,1,1
"253","A1","B1",-1.71763796596353,0.643968103203139,-0.322266536241319,1,1
"254","A1","B1",1.56576302899492,2.74539847334051,0.32417568650569,1,0
"255","A1","B1",0.262957430483063,0.564445570731812,0.0156268284118981,0,1
"256","A1","B1",-1.74691459545738,-0.130348863521406,0.00964800053863862,1,1
"257","A1","B1",0.620107557324163,0.798334949858836,-0.23331828724039,0,1
"258","A1","B1",1.1155575118639,0.27200505202673,-0.0485382775197038,0,1
"259","A1","B1",1.79876279403195,-0.190431927537331,1.26885449678052,1,1
"260","A1","B1",1.12848503196456,1.55294826337332,1.64504173280889,0,1
"261","A1","B1",-1.16444770954093,-0.712031168072775,-0.510159140772194,1,1
"262","A1","B1",-2.43138654178358,-0.62970605651951,-1.30826970188498,1,1
"263","A1","B1",0.60115158552381,-0.0955340088854237,-0.197704930824673,0,1
"264","A1","B1",1.13674813874252,0.673192152156835,-0.458379027561542,1,1
"265","A1","B1",-1.33516895826283,-2.54391992844623,-1.37666538057287,0,1
"266","A1","B1",0.520055438590929,-0.037319945270684,-0.0324245725684982,1,1
"267","A1","B1",-0.527673973020147,0.209662758698682,0.427224016038433,1,1
"268","A1","B1",-1.06077714513705,-0.398666638679768,0.0269097387242132,1,1
"269","A1","B1",1.43495002701158,1.81050330202709,0.742177152890272,1,1
"270","A1","B1",0.688091864343676,1.11039481218572,0.489351736406251,1,0
"271","A1","B1",2.05007397758504,0.320719674856784,-0.952151724716284,0,1
"272","A1","B1",1.48376959228519,0.456808611912468,0.278542459075418,1,1
"273","A1","B1",-0.664623200641386,-0.824860009840538,-0.534819738353208,1,1
"274","A1","B1",2.1855411834526,3.38950957175152,1.81615431906151,1,1
"275","A1","B1",-0.413664194224362,0.420384553444027,-1.36393150614741,0,1
"276","A1","B1",-0.59198349110773,-2.11815851081578,-1.65740188091792,1,1
"277","A1","B1",0.704270783304846,-0.682664027859609,-0.281559476490298,1,1
"278","A1","B1",0.155532249484253,0.362966954501917,0.819518834127793,1,1
"279","A1","B1",2.30186927379648,0.715445143159678,-0.316506255385625,1,1
"280","A1","B1",-1.22228871247438,-0.305781389452188,0.233527284489942,1,1
"281","A1","B1",2.06092306548418,1.87536710806758,1.28412047968869,0,1
"282","A1","B1",-0.462445430706217,0.0670142507304624,-0.137625505607072,0,0
"283","A1","B1",0.789631423359611,1.11904943626686,1.43058422588136,1,0
"284","A1","B1",-3.94676832718613,-0.207387092176746,-0.921175637588217,1,1
"285","A1","B1",-0.874676288570259,-0.841367442251359,-0.491059862719489,1,1
"286","A1","B1",-0.488607342807305,-0.892055207710895,0.45915844918609,1,1
"287","A1","B1",0.445683034565951,-0.272586880177907,-0.96362340969758,1,1
"288","A1","B1",1.19842332674083,0.6810552705638,0.299489233277693,1,1
"289","A1","B1",-2.0260976352504,-0.49502474358268,-0.672832014616826,0,1
"290","A1","B1",-0.123264427101066,-1.41659975365292,-1.56882390345436,0,1
"291","A1","B1",0.974923131655095,0.6103152251418,-0.523262316422686,1,1
"292","A1","B1",0.397601129256328,0.717969393654293,1.98849232876886,1,1
"293","A1","B1",-0.159681962101321,0.602899069299887,0.345855111950838,0,0
"294","A1","B1",-0.665296783224018,-0.616668836765142,0.0976045115174748,1,1
"295","A1","B1",1.68798746304166,0.97111937451289,0.550200915259052,1,1
"296","A1","B1",-1.43566567644663,1.16718505952523,-0.234637367140391,1,1
"297","A1","B1",3.57674494727111,2.29186138534631,1.20550293291275,1,0
"298","A1","B1",2.27596950951358,-0.485655014638442,-0.0897270116684685,1,1
"299","A1","B1",0.680936451138965,1.00047719432265,1.25402692818232,1,0
"300","A1","B1",0.341399150427971,-1.13311270769286,-1.32039056387329,0,1
"301","A1","B1",0.148098780339101,-1.12646660016701,-1.28248899110672,1,0
"302","A1","B1",0.146471790818176,-0.121797455383659,-0.129898915433366,0,1
"303","A1","B1",1.05331769747897,0.340008769436393,-0.14960598027695,1,1
"304","A1","B1",-1.31009155207602,-1.73738286398155,-1.21264045088501,0,0
"305","A1","B1",0.602470633404127,-0.627484513642999,0.554862228027517,1,1
"306","A1","B1",-0.880868988040976,0.697220547165416,0.301647198016344,1,0
"307","A1","B1",-1.61219457759574,-1.5025560376063,-1.00320090205713,1,1
"308","A1","B1",0.856421152394895,-1.11705021748939,-1.66770268280824,1,1
"309","A1","B1",-0.519667588759213,1.13989187523216,0.900329273912751,1,1
"310","A1","B1",-3.16882649482827,-1.11486388814554,-1.31297860920025,1,1
"311","A1","B1",1.24288458245214,1.25536998684454,0.592763061775609,1,1
"312","A1","B1",1.47511499260652,-0.495005781829448,-1.50786891161428,1,1
"313","A1","B1",-2.29254051444606,-1.73346661542073,-0.00460840356016123,1,1
"314","A1","B1",-2.1902179052133,-1.95965173620436,-2.09792762893113,1,1
"315","A1","B1",-4.0027424786454,-2.12270038239083,-0.741708604458737,1,1
"316","A1","B1",-0.0464539657861082,0.730020476254643,0.609877838935642,1,0
"317","A1","B1",0.611142098144694,0.661448035456331,0.903463669756681,1,1
"318","A1","B1",1.82440560059739,2.0884565635929,0.781609920899829,1,1
"319","A1","B1",-4.13510832457593,-2.17395899584428,-0.98553502787409,1,1
"320","A1","B1",2.0039976509761,0.19980164990351,0.096386191363965,1,1
"321","A1","B1",-0.495533377493521,0.0583037203309826,-1.2586498957477,1,1
"322","A1","B1",-0.874157902638734,-0.795370493809798,-0.339524101951341,1,1
"323","A1","B1",-1.72886621148058,-1.04609752935275,-0.57742866537959,1,1
"324","A1","B1",-0.795537889305689,-0.708190953062387,0.0852063063530649,1,1
"325","A1","B1",2.33456206163592,3.92823544148178,1.02558258396361,1,1
"326","A1","B1",-1.33875624673348,-1.39361407305951,-0.259517324225138,0,1
"327","A1","B1",0.0229924204671687,-1.08944744065666,-0.844843117887941,1,0
"328","A1","B1",0.168389639986662,-0.926379871486529,-0.926330652654026,0,1
"329","A1","B1",1.31035007499791,0.547758698643223,0.598643467430351,1,1
"330","A1","B1",-1.88591305498968,-0.892783056025451,-0.350947258371555,1,1
"331","A1","B1",-2.18489854349685,-1.42257614275614,-1.31137520847443,0,1
"332","A1","B1",-0.802808804315332,-0.600338072716902,-0.137173097577032,1,1
"333","A1","B1",0.0740466992647562,-0.963973534881154,-0.454013120464587,1,1
"334","A1","B1",-1.50156461031087,-1.03616037599518,-0.144701414873047,1,1
"335","A1","B1",-0.106409058077426,-0.72364369728208,-0.820677115293577,0,1
"336","A1","B1",0.388064283865892,-0.613311426782054,-1.74717943128731,1,1
"337","A1","B1",1.54168146769666,2.01250516901889,2.07869218138872,1,1
"338","A1","B1",-2.00166686334696,-2.28511327112943,-0.905883641806597,1,1
"339","A1","B1",-0.12162697523963,-0.714234780874215,-1.33619944296778,1,1
"340","A1","B1",-0.98164440165275,-0.270522891218687,-0.218130424694132,1,0
"341","A1","B1",-3.00394513899665,-2.28984575167978,-1.89949482235344,1,1
"342","A1","B1",0.57021580698528,0.113916754095485,0.421353595275984,0,1
"343","A1","B1",-1.0060651713086,-1.36204284669486,-1.05765876646807,0,1
"344","A1","B1",-0.858346488507531,-0.432966382121408,-0.579810478707803,1,1
"345","A1","B1",0.414277837784929,-0.280382721339446,0.208571751165839,1,1
"346","A1","B1",0.481440451260545,-0.0261368948795502,-0.0911352357192442,1,1
"347","A1","B1",3.14183819885383,0.0787693694364983,0.405196176942578,0,1
"348","A1","B1",-0.737968195301255,-0.854603969295316,-0.168849669359433,0,1
"349","A1","B1",3.9537333376376,2.86720082238681,1.90673605528626,0,1
"350","A1","B1",-1.41436484668708,-0.651933132627418,-0.509532306899515,0,1
"351","A1","B1",-0.359526019008444,-0.381095224051782,-0.293128704718152,0,1
"352","A1","B1",0.976671537028107,-0.647287793341664,-0.300529927243534,0,1
"353","A1","B1",2.88323749388076,1.32370139181466,0.373407789287611,1,1
"354","A1","B1",1.40976751633986,1.52361114894614,0.736468587249157,1,1
"355","A1","B1",-1.22796282342681,-1.25128667252952,-1.40365096870228,1,1
"356","A1","B1",1.07768034926506,0.585652187998169,-1.05610029056919,1,1
"357","A1","B1",0.130670323823997,-1.64479687057801,0.578681904937785,0,1
"358","A1","B1",0.475336919355217,-0.385083634518998,-0.419160715920884,1,1
"359","A1","B1",-0.522850049619939,-0.259926578575282,-1.1839817751263,1,1
"360","A1","B1",1.35333060230994,1.07992122785199,0.682982857378948,1,1
